PG.ProteinGroups	STM_ID	ΔlppA early	ΔlppA late	ΔlppB early	ΔlppB late	WT early	WT late	WT early vs ΔlppA early	WT early vs ΔlppB early	WT late vs ΔlppA late	WT late vs ΔlppB late	ΔlppA early vs ΔlppB early	ΔlppA late vs ΔlppB late
A0A0H3NM87	STM1849	609113.1875	266623.984375	363776.484375	286626.359375	385833.9296875	319316.416666667	-0.6587303220623834	0.08492773173555149	0.2601801614639928	0.15581543446875515	0.7436580537979348	-0.10436472699523745
A0A0H3NDS7	STM1850	31408.5830078125	26422.0356445312	47901.82421875	55391.2021484375	47624.1025390625	53010.5	0.6005330481883469	-0.008388692630308236	1.0045365272533764	-0.06337870116419171	-0.608921740818655	-1.0679152284175681
A0A0H3NC84	STM1851	426434.2421875	601821.1953125	53007.646484375	59331.2177734375	55455.15234375	80481.9778645833	-2.94292987686171	0.06512102053203289	-2.9025972520151755	0.4398743657456413	3.0080508973937428	3.3424716177608165
A0A0H3NCJ3	STM1853	78548.0	100154.692382813	18104.9584960938	12652.4448242188	20205.7333984375	12713.7041015625	-1.9588098245609995	0.15837984775033886	-2.9777736931499574	0.006968233743788936	2.1171896723113384	2.9847419268937467
A0A0H3NDT2	STM1855	3756.40747070312	4111.29046630859	5095.95294189453	24650.6142578125	5287.63708496094	13753.3081054688	0.4932695957216846	0.053271206174596034	1.7421154658559181	-0.8418449227819961	-0.4399983895470885	-2.583960388637914
A0A0H3NCJ9	STM1857	178863.4140625	306125.0234375	174036.21484375	245788.75390625	178738.05078125	247743.817708333	-0.0010115226550152434	0.03845925146480707	-0.30527192293407257	0.011430149773568078	0.039470774119822125	0.31670207270764084
A0A0H3NDV3	STM1873	128921.728515625	138043.037109375	186811.12890625	160554.359375	178711.81640625	150038.005208333	0.47113959182936027	-0.0639453749569384	0.1202098670340218	-0.09773385041943729	-0.5350849667862987	-0.2179437174534591
A0A0H3NCA2	STM1874	46684.00390625	15421.5422363281	55278.3159179688	35543.6827392578	48405.9604492188	48146.5221354167	0.05225640341475535	-0.1915289598230905	1.6424845390868208	0.4378384196293394	-0.243785363237846	-1.2046461194574813
A0A0H3NHS0	STM1875	100429.28125	110070.5546875	123313.595703125	157429.869140625	128970.728515625	166263.223958333	0.3608637014527327	0.06471179544006889	0.5950405110449969	0.0787598026893017	-0.2961519060126638	-0.5162807083556953
A0A0H3NMB3	STM1877	6517.47766113281	3883.71881103515	4463.84036254883	4121.44567871094	3904.92419433593	4123.28149414062	-0.7390191910522415	-0.19299089208225087	0.08635420602993248	0.0006424765318808252	0.5460282989699906	-0.08571172949805182
A0A0H3NDV6	STM1878	66754.640625	64251.9990234375	63009.470703125	63190.6337890625	57588.208984375	58500.77734375	-0.21309467868261522	-0.1297952363120912	-0.13528554547959976	-0.1112549408205777	0.08329944237052404	0.02403060465902226
A0A0H3NCA6	STM1879	234052.07421875	122146.701171875	69451.921875	53272.3291015625	69612.634765625	58490.3138020833	-1.7494084649703678	0.0033345634449896406	-1.062345266813539	0.13481137133440646	1.7527430284153576	1.1971566381479455
A0A0H3NHS7	STM1880	255056.859375	334162.8671875	154821.1328125	112435.548828125	181215.24609375	125139.424479167	-0.4931145623473865	0.22710192778645996	-1.417015053135151	0.15443812854867467	0.7202164901338465	1.5714531816838258
A0A0H3NCM2	STM1881	592303.984375	438032.171875	191324.8515625	123740.474609375	172096.71484375	117073.643229167	-1.783118233025743	-0.1528047223431926	-1.9036205157512844	-0.07990115387706002	1.6303135106825504	1.8237193618742242
A0A0H3NMB7	STM1882	102686.0859375	116976.5703125	228554.4375	229286.64453125	197034.27734375	198762.432291667	0.9402059236303344	-0.21409119789107658	0.7648255058265994	-0.20610722176173127	-1.154297121521411	-0.9709327275883306
A0A0H3NDV9	STM1883	918566.171875	629925.546875	789089.078125	858480.1875	800863.8125	813406.395833333	-0.19782672216492864	0.02136876074215514	0.3687950133222303	-0.07780850447571355	0.21919548290708388	-0.44660351779794405
A0A0H3NCB2	STM1884	3655786.375	4568349.875	2921058.1875	2918832.0	2689712.375	3034115.08333333	-0.4427298632101749	-0.11903919083872064	-0.5903973384987014	0.055884632093190736	0.32369067237145416	0.6462819705918921
A0A0H3NHT4	STM1885	34153.8251953125	20766.9841308594	162999.109375	103450.56640625	171778.8359375	108058.606770833	2.330433226631102	0.07568821814314133	2.3794503638959785	0.0628724419605127	-2.2547450084879608	-2.316577921935466
A0A0H3NCM7	STM1886	3024365.5625	3075378.25	2589710.6875	2550976.0	2632973.125	2472627.16666667	-0.19993973645731306	0.023901861154938735	-0.31471914237897414	-0.04500460551466222	0.22384159761225167	0.26971453686431207
A0A0H3NMC1	STM1887	78438.28515625	123734.169921875	41757.6064453125	43447.5458984375	42646.0087890625	42782.9088541667	-0.8791472681839214	0.03037170831652386	-1.5321374828163992	-0.022240113645826134	0.9095189765004452	1.509897369170573
A0A0H3NDW4	STM1888	992425.953125	640417.328125	1032101.640625	947973.0	1058625.203125	916474.520833333	0.09316053729146001	0.03660685300342877	0.51708242837289	-0.0487511965717573	-0.056553684288031376	-0.5658336249446474
A0A0H3NCB9	STM1889	142094.294921875	145256.01171875	86120.1953125	118498.951171875	96856.240234375	120617.184895833	-0.5529317250153146	0.1694934100835333	-0.26816240435801014	0.025561179448043314	0.722425135098848	0.29372358380605346
A0A0H3NHU0	STM1890	95302.6015625	67855.3193359375	91593.947265625	86041.8828125	96162.7880859375	69376.1276041667	0.012963128044116643	0.07022646035249477	0.031977399080223526	-0.31059977952790463	0.05726333230837793	-0.34257717860812803
A0A0H3NCN2	STM1891	160670.0546875	1358101.23046875	174236.99609375	231397.59765625	169615.0	166113.697916667	0.07816269319976292	-0.038787225710899514	-3.031348070008209	-0.4782028422141758	-0.11694991891066249	2.553145227794033
A0A0H3NMC7	STM1892	82810.431640625	214730.4765625	87309.1015625	82591.67578125	83325.21484375	88816.8515625	0.008940616500496002	-0.06737892370440733	-1.2736216308031563	0.10483704745295107	-0.07631954020490321	1.3784586782561075
A0A0H3NCC4	STM1894	155617.830078125	207051.25	236125.34765625	205385.875	231863.90234375	197678.0	0.5752708638468572	-0.02627468879195374	-0.0668355930658643	-0.05518464718282701	-0.6015455526388112	0.011650945883037311
A0A0H3NHU3	STM1895	114689.03125	174558.875	123378.603515625	182201.8984375	145531.193359375	185478.526041667	0.3436009955818119	0.23823619349683775	0.08753845818184872	0.025714175821432723	-0.10536480208497434	-0.06182428236041619
A0A0H3NCN5	STM1897	5414.97900390625	4979.62133789062	7348.5400390625	8047.85375976562	8237.57019042969	6533.06705729167	0.6052631091194471	0.16476120005002134	0.3917244075117947	-0.3008436416343101	-0.4405019090694257	-0.692568049146105
A0A0H3NMD3	STM1898	78385.4453125	99264.5390625	99301.1328125	99043.142578125	109555.93359375	101197.307291667	0.48300992012290284	0.14178554238226648	0.02782057132576214	0.031041906375825438	-0.3412243777406367	0.0032213350500633203
A0A0H3NDX2	STM1899	768020.1875	1148978.28125	990276.265625	1268902.1875	1123600.3125	1175202.9375	0.5489127928603535	0.182225963705619	0.03255837966346739	-0.11067095712983385	-0.36668682915473444	-0.14322933679330127
A0A0H3NCD0	STM1900	11573.9299316406	8757.75109863281	15010.8193359375	26853.3427734375	15313.0656738281	25182.1803385417	0.4038843239215294	0.028760413351196154	1.5237708476554013	-0.0926984890464965	-0.37512391057033345	-1.616469336701898
A0A0H3NHU8	STM1901	1136027.46875	952371.796875	1572428.625	1643623.28125	1671608.875	1652214.54166667	0.5572396043012464	0.0882427910295563	0.7948042312680247	0.0075213633299975454	-0.46899681327168996	-0.7872828679380268
A0A0H3NCP0	STM1902	28257.90625	32924.1142578125	20428.0698242187	16138.80078125	18800.0041503906	15241.4671223958	-0.5879215937414782	-0.11981991497892899	-1.1111428475171565	-0.08253159956381922	0.46810167876254916	1.0286112479533376
A0A0H3NMD8	STM1903	203036.29296875	251023.59375	110886.78125	110483.193359375	119441.720703125	108058.9921875	-0.765430779334399	0.10721946161379545	-1.2160038378583526	-0.03200779251568652	0.8726502409481944	1.1839960453426661
A0A0H3NDX7	STM1904	108042.36328125	26734.34765625	149780.34375	32446.6242675781	157777.0234375	34288.0065104167	0.5462900232738311	0.07503881978486684	0.35900955503615	0.07963564037941132	-0.47125120348896443	-0.2793739146567389
A0A0H3NCD5	STM1905	371115.5625	394657.8046875	393842.7265625	380618.4609375	391770.3125	371753.875	0.07813957664110777	-0.007611554995416863	-0.08625449962672498	-0.033997757210573326	-0.0857511316365247	0.05225674241615161
A0A0H3NHV4	STM1906	282492.25	351456.203125	250450.6640625	247756.3515625	254255.8984375	244639.9375	-0.15193004532798085	0.02175480643346282	-0.5226849751630945	-0.018262100050399143	0.17368485176144363	0.5044228751126953
A0A0H3NCP5	STM1907	255357.3359375	302184.6015625	226882.26171875	252164.38671875	243336.97265625	255003.057291667	-0.06956196533676011	0.10101172069236222	-0.24491560288634423	0.016150006366259337	0.17057368602912226	0.26106560925260336
A0A0H3NME4	STM1908	178817.1328125	265145.48046875	179164.91796875	194134.92578125	191600.4921875	191340.65625	0.09961629658236572	0.0968130941481721	-0.4706407057516466	-0.020916237476491333	-0.0028032024341934406	0.4497244682751554
E1WGF0	STM1909	1200453.75	1226731.875	1441893.3125	1486034.875	1434158.59375	1433878.79166667	0.25662474881370156	-0.007759851108188702	0.2251031199059933	-0.05154489854579812	-0.26438459992189034	-0.2766480184517913
A0A0H3NCE0	STM1912	17131.9609375	18890.7575683594	130218.97265625	153896.1640625	109599.7890625	142839.8515625	2.6774828236911503	-0.24869464006963685	2.918646075994746	-0.10755873242595604	-2.926177463760787	-3.0262048084207023
A0A0H3NHV9	STM1913	28811.9985351562	26926.3505859375	224591.6015625	245712.39453125	182781.19921875	223996.614583333	2.6653760419826846	-0.2971862970801083	3.0563863128464632	-0.13349370576549782	-2.962562339062793	-3.189880018611961
A0A0H3NCQ1	STM1914	8620.77990722656	7161.46936035156	6564.57336425781	8586.55078125	7948.10595703125	8523.19742838542	-0.11720728793944052	0.2759098529253104	0.25113912672359284	-0.010683966192251794	0.39311714086475114	-0.26182309291584455
A0A0H3NMF2	STM1915	73330.7900390625	64437.6103515625	272586.9453125	664794.0	226560.67578125	515703.635416667	1.6274064861431756	-0.26681899670701525	3.000567317491647	-0.36636514558548716	-1.894225482850191	-3.366932463077134
A0A0H3NDY8	STM1916	180325.71875	171827.4453125	1525061.0625	2743369.875	1047542.09375	2458765.75	2.5383311381157374	-0.5418587910391401	3.838901898018181	-0.15801485280401803	-3.0801899291548773	-3.9969167508221988
A0A0H3NCE6	STM1917	59104.4033203125	44412.076171875	539805.109375	893427.46875	473960.890625	754737.9375	3.003430497224019	-0.1876706137420983	4.0869518732626275	-0.24337481726374374	-3.1911011109661174	-4.3303266905263715
A0A0H3NHW6	STM1918	39990.7333984375	50305.0478515625	265719.9921875	444545.0390625	234526.37890625	380495.291666667	2.5520125579963655	-0.18015657472598293	2.9191035222117185	-0.22445099143910865	-2.7321691327223485	-3.143554513650827
A0A0H3NCQ6	STM1919	188458.26171875	101537.927734375	1731622.3125	2466857.5625	1584403.84375	2144125.79166667	3.071623159304329	-0.12818418903850406	4.400298921433077	-0.20228486778696886	-3.199807348342833	-4.602583789220046
A0A0H3NMF8	STM1920	135903.107421875	92904.859375	2304230.6875	3304317.375	2223469.375	2802789.0	4.032162185048432	-0.05147262523989738	4.914965270506013	-0.23748912296152305	-4.08363481028833	-5.152454393467536
A0A0H3NDZ5	STM1921	138022.6953125	104936.814453125	1394058.3125	2102327.9375	1392109.421875	1806933.70833333	3.3342951971400505	-0.00201829578585557	4.105950773217392	-0.21844415120287358	-3.336313492925906	-4.3243949244202655
A0A0H3NCF1	STM1922	28818.2465820312	26503.3271484375	213665.21484375	399624.09375	198268.109375	343500.0	2.7823981806239453	-0.107899408707135	3.6960647112644915	-0.21833346828556496	-2.89029758933108	-3.9143981795500564
A0A0H3NHX2	STM1923	135834.3125	126233.203125	1028459.21875	1504568.4375	1048751.796875	1256096.5	2.9487534190101585	0.02818869435140979	3.3147839664890064	-0.26040242728412283	-2.9205647246587487	-3.575186393773129
A0A0H3NCR1	STM1924	9445.03588867187	9887.89636230469	50934.9975585937	15893.7104492188	26314.2687988281	17891.3621419271	1.4782171232581272	-0.9528119693643421	0.8555277026327647	0.1708072629547008	-2.4310290926224694	-0.684720439678064
A0A0H3NMG3	STM1925	4529.18731689453	4746.69812011719	11238.0802001953	14225.8623046875	6042.47973632813	9865.994140625	0.4158885226593999	-0.8951829662157158	1.0555401301664018	-0.5279797689179544	-1.3110714888751156	-1.5835198990843562
A0A0H3NE00	STM1927	51164.53515625	43006.0	17347.7980957031	24480.150390625	20941.22265625	21880.1940104167	-1.288798471772263	0.2715931192389418	-0.9749124215753971	-0.1619868905866331	1.5603915910112047	0.8129255309887641
E1WGG8	STM1928	1889912.625	1633805.46875	637963.484375	411721.6484375	665555.078125	449870.822916667	-1.5056895702173834	0.061084211887760406	-1.8606535104834583	0.12784149372818748	1.566773782105144	1.988495004211646
E1WGG9	STM1929	1057215.296875	968578.34375	278192.6015625	184985.21484375	283595.24609375	212287.864583333	-1.8983639506341836	0.02774929648049766	-2.1898468443011683	0.1986119357808269	1.9261132471146811	2.388458780081995
A0A0H3NCR4	STM1933	10362.9119873047	6071.23156738281	7511.81042480469	7695.54870605469	6813.15734863281	11570.1847330729	-0.6050340275147501	-0.14083712829542375	0.9303507928741304	0.5883157971270583	0.4641968992193264	-0.34203499574707225
A0A0H3NMH1	STM1934	37632.0065917969	37065.4868164062	227091.453125	292471.9375	215180.46484375	265002.088541667	2.515514985676533	-0.07772630062275701	2.8378553650125182	-0.14229447571909185	-2.59324128629929	-2.98014984073161
A0A0H3NE04	STM1935	79139.708984375	309554.74609375	129224.474609375	410896.3359375	119557.5	357442.375	0.5952309697565916	-0.1121747016456936	0.20751609799573734	-0.2010637888520542	-0.7074056714022852	-0.40857988684779134
A0A0H3NHY4	STM1937	3957.02142333984	4373.04907226562	6370.66076660156	4154.83154296875	2635.02417755127	5978.99031575521	-0.5865986767824751	-1.2736268176397454	0.45126233640511576	0.5251118898249133	-0.6870281408572703	0.07384955341979788
A0A0H3NCR9	STM1938	125764.171875	164449.87109375	114857.025390625	172289.65234375	113403.37109375	147327.986979167	-0.14925745358075865	-0.018375576575943388	-0.15861636110760913	-0.22580454021511825	0.1308818770048151	-0.06718817910750899
A0A0H3NMH7	STM1939	4516.32489013672	4265.96478271484	17944.9097900391	10707.1687011719	15540.8356323242	8241.36193847656	1.7828429018138434	-0.207510590980506	0.9500107161271101	-0.3776223614416751	-1.9903534927943494	-1.327633077568785
A0A0H3NE08	STM1940	20947.0595703125	54152.4443359375	9593.60986328125	11163.1499023438	9816.14965820313	11914.2431640625	-1.093518590987534	0.03308347302369113	-2.184339150532125	0.09394313981983665	1.126602064011225	2.278282290351962
A0A0H3NHZ0	STM1945	170588.25390625	51445.611328125	198684.640625	96567.123046875	182051.58203125	101699.048177083	0.09382896659726107	-0.12613307105010776	0.9831862613062861	0.07470217463079011	-0.21996203764736855	-0.908484086675496
A0A0H3NCS4	STM1946	189770.0234375	78469.10546875	128488.1015625	99834.16015625	128831.904296875	108291.721354167	-0.5587622077505205	0.0038551436637412097	0.46472629755173045	0.11731750584919039	0.5626173514142618	-0.3474087917025399
A0A0H3NMI3	STM1947	219266.03125	159379.94921875	193559.40625	180764.19140625	201001.5234375	182199.786458333	-0.12547589066681392	0.05443001714987702	0.19305112565998742	0.011412353780173664	0.17990590781669089	-0.18163877187981406
A0A0H3NE14	STM1949	8685.63513183594	22218.4108886719	13301.1604003906	24523.3569335937	11347.8879394531	16927.1253255208	0.3857205550508969	-0.2291283035463602	-0.392418649399458	-0.5348194928433206	-0.6148488585972571	-0.1424008434438628
A0A0H3NCH0	STM1950	5250.38189697266	5397.80535888672	13338.9720458984	28683.4643554687	10522.666015625	24534.6145833333	1.0030060021908551	-0.34214721981040813	2.184373747872373	-0.22540067344640147	-1.3451532220012634	-2.409774421318774
A0A0H3NHZ5	STM1951	246051.3125	292953.54296875	191995.47265625	196932.08203125	188375.39453125	194294.838541667	-0.38534867879912044	-0.027461758528296402	-0.5924243218289261	-0.01945058243823022	0.35788692027082414	0.5729737393906958
A0A0H3NCS8	STM1952	314833.1171875	105425.369140625	273536.6953125	209832.81640625	259018.4609375	209782.111979167	-0.2815323791185498	-0.07867945915965335	0.9926695921040083	-0.0003486578808873745	0.20285291995889654	-0.9930182499848956
A0A0H3NMI8	STM1953	789659.375	1010255.609375	502571.046875	589182.890625	519944.578125	578193.208333333	-0.6028726191889034	0.04903029192744762	-0.8050967943998205	-0.02716387383648663	0.6519029111163509	0.7779329205633339
A0A0H3NE22	STM1954	1956380.75	2273729.0625	1546163.71875	1370348.625	1522133.59375	1354164.41666667	-0.36209218828805134	-0.022598104074749638	-0.7476574377537019	-0.017140055035996866	0.3394940842133016	0.7305173827177053
A0A0H3NCH8	STM1955	20004.7534179687	15785.1262207031	248223.1796875	356952.6484375	206481.16796875	316679.854166667	3.3675954562296178	-0.26562763692159874	4.326387390268559	-0.17270761407358895	-3.633223093151216	-4.4990950043421485
A0A0H3NI00	STM1956	136439.197265625	195416.4765625	701686.5625	541629.5859375	600139.953125	491645.020833333	2.1370408055602015	-0.22552775703749622	1.3310649185504912	-0.13968951475866623	-2.362568562597698	-1.4707544333091576
A0A0H3NCT3	STM1958	31715.2705078125	45718.0439453125	463206.203125	670334.234375	390706.1171875	583368.395833333	3.622834291154038	-0.2455707300037587	3.673571645874603	-0.20047338514023452	-3.8684050211577965	-3.8740450310148375
A0A0H3NMJ6	STM1959	759751.203125	706297.625	25356292.0	36006058.0	12967097.5625	21472172.6666667	4.093184731357757	-0.9674881911523854	4.926048122486357	-0.7457714816380867	-5.060672922510142	-5.671819604124444
A0A0H3NE27	STM1960	45559.2119140625	45594.6513671875	512643.34375	698519.796875	437497.3046875	585074.197916667	3.26345943233513	-0.22868133407780808	3.6816830966715766	-0.25568140795200134	-3.492140766412938	-3.9373645046235777
A0A0H3NCI3	STM1961	28650.1313476563	39299.8427734375	171857.888671875	312868.8671875	118119.443359375	279447.447916667	2.043632804664326	-0.5409696133800497	2.829981553666327	-0.1629811071849847	-2.5846024180443754	-2.9929626608513114
A0A0H3NI05	STM1962	5405.56530761719	5591.52081298828	16133.9130859375	27500.5107421875	13738.6215820313	25467.7005208333	1.3457198572055256	-0.23185912570079342	2.1873560707399475	-0.11078970823058241	-1.577578982906319	-2.2981457789705297
A0A0H3NCT9	STM1963	198683.03515625	196472.05859375	47512.4091796875	43374.6962890625	50681.4169921875	35054.52734375	-1.9709399250103603	0.09315249871348918	-2.4866514656566747	-0.3072528734769516	2.06409242372385	2.179398592179723
A0A0H3NMK3	STM1964	505051.1796875	615518.578125	415755.484375	447670.0625	392026.1875	440667.447916667	-0.3654795615634554	-0.08478526458672843	-0.4821120733243781	-0.022745513902056473	0.2806942969767271	0.4593665594223217
A0A0H3NE32	STM1965	23190.2998046875	20614.7001953125	64877.986328125	88709.1796875	55006.220703125	87442.5924479167	1.2460733122509016	-0.23813425857999163	2.0846626939329784	-0.020747229495212557	-1.4842075708308933	-2.1054099234281907
A0A0H3NCU5	STM1968	19408.2436523438	15610.4611816406	32139.0922851563	116924.26953125	26163.7573242187	117081.776041667	0.43090017085648785	-0.296759444854891	2.90693147085122	0.0019421198734063008	-0.7276596157113789	-2.9049893509778135
A0A0H3NML0	STM1969	25240.9282226562	25463.400390625	256904.5078125	343558.7890625	233224.43359375	302385.90625	3.2078820685819074	-0.13951326553283758	3.569893904117267	-0.18416609183939847	-3.347395334114745	-3.7540599959566654
A0A0H3NE38	STM1970	149990.24609375	149120.1328125	979156.359375	1334242.09375	927163.109375	1144315.04166667	2.6279544795872734	-0.07871609458611241	2.9399373404005904	-0.22153616690554245	-2.7066705741733856	-3.1614735073061326
A0A0H3NCJ5	STM1971	13862.1235351563	16130.9067382813	49128.2939453125	79948.318359375	36139.0078125	80794.6223958333	1.3824086174227097	-0.4429972422689115	2.324431735473422	0.015191583686127849	-1.8254058596916212	-2.309240151787294
A0A0H3NI18	STM1972	347030.328125	306330.2890625	4298893.375	6182610.5	4053566.3125	5485791.66666667	3.5460580890818	-0.08477358336590918	4.162539905488527	-0.17251628556602522	-3.6308316724477097	-4.3350561910545515
A0A0H3NCU9	STM1973	6480.529296875	5561.19915771484	21705.7783203125	27981.9658203125	16378.9289550781	21343.9173177083	1.337657464804601	-0.4062381354346927	1.9403570739303864	-0.3906723369675127	-1.7438956002392936	-2.331029410897899
A0A0H3NML6	STM1974	16172.0915527344	18376.9794921875	90705.31640625	124632.765625	53786.212890625	108580.338541667	1.7337301356849903	-0.7539507005027763	2.56279132258102	-0.1989205117907136	-2.4876808361877667	-2.7617118343717335
A0A0H3NE42	STM1975	108505.966796875	103308.1640625	786216.296875	1103900.4375	767610.796875	984939.3125	2.8226006246220527	-0.034551264603341104	3.253080565405791	-0.1645033189853855	-2.8571518892253938	-3.4175838843911763
A0A0H3NCK0	STM1976	29171.046875	27317.9760742187	414112.3984375	569765.03125	364089.5859375	480928.635416667	3.641684408984991	-0.18572892140404482	4.137900322855846	-0.24454425082544842	-3.8274133303890356	-4.382444573681295
A0A0H3NI23	STM1977	233377.23828125	296469.9609375	1160725.6875	1276907.4375	838652.984375	1003223.04166667	1.8454101204168776	-0.4688811779164248	1.7586845490406704	-0.34801155952021584	-2.3142912983333024	-2.1066961085608864
A0A0H3NCV8	STM1978	19085.6694335938	4657.59124755859	410175.75	458862.546875	374046.96484375	391326.020833333	4.292657729008403	-0.13302277639415522	6.392643200274781	-0.22969101238891101	-4.425680505402559	-6.622334212663692
A0A0H3NMM0	STM1979	12854.2895507813	10773.7746582031	175965.20703125	198195.62109375	136041.298828125	177821.265625	3.403722904518156	-0.3712455130712002	4.044832165581801	-0.15649722195321727	-3.774968417589356	-4.201329387535019
A0A0H3NI27	STM1982	5269.15014648437	4734.08093261719	5090.39666748047	4976.32067871094	5917.48486328125	3591.62654622396	0.16741382014742515	0.21720602838491976	-0.39844702234881646	-0.4704421091940362	0.04979220823749447	-0.07199508684521952
A0A0H3NMM6	STM1984	78423.482421875	101475.91796875	16220.3422851563	11908.4426269531	11652.3165283203	12632.2610677083	-2.7506689095645958	-0.47718746685302205	-3.0059525934232294	0.085128140962867	2.2734814427115735	3.091080734386096
A0A0H3NE52	STM1986	236842.2890625	237648.9140625	50034.2138671875	31250.50390625	54934.3935546875	32183.4856770833	-2.1081451167209013	0.13479471983229907	-2.8844393165306297	0.042441134567575915	2.2429398365532003	2.9268804510982056
A0A0H3NCL0	STM1987	34329.4482421875	14418.7834472656	14271.2429199219	10807.3098144531	12828.6101074219	12715.7975260417	-1.4200817971523965	-0.15374611566760854	-0.18132749583056795	0.23461450159368155	1.2663356814847877	0.41594199742424953
A0A0H3NI31	STM1988	89260.341796875	49668.125	11411.3265380859	10682.0280761719	12979.3309326172	6956.74055989583	-2.781803314759036	0.1857495051732231	-2.835836861342329	-0.6187021573622211	2.9675528199322594	2.217134703980108
A0A0H3NCW8	STM1989	127297.818359375	54235.830078125	89771.154296875	60877.3681640625	80424.455078125	56235.9908854167	-0.6625015334869849	-0.15861768983112481	0.05224748591610921	-0.1144122428959551	0.5038838436558599	-0.1666597288120644
A0A0H3NCL7	STM1992	68628.03125	49053.4013671875	90847.431640625	88715.02734375	89507.81640625	87303.7161458333	0.38321570510651726	-0.021432055002052613	0.8316898880051526	-0.02313543727867528	-0.40464776010856995	-0.8548253252838279
A0A0H3NI35	STM1993	45825.494140625	61751.380859375	45715.8916015625	46771.9833984375	44592.7509765625	47048.0416666667	-0.039341233701716716	-0.03588655331097723	-0.3923367247283478	0.008490064752860129	0.0034546803907394823	0.4008267894812079
A0A0H3NMP1	STM1995	8490.55322265625	8791.66259765625	24699.4033203125	27429.1337890625	22089.7038574219	26170.4296875	1.3794436132704742	-0.16110211257038934	1.5737296865445176	-0.06777145072793286	-1.5405457258408635	-1.6415011372724506
E1WGN1	STM1996	125595.068359375	125902.3359375	86639.3740234375	117164.857421875	201547.193359375	180431.572916667	0.6823378769187133	1.2180229686066741	0.5191467610126458	0.6229119006220912	0.5356850916879607	0.10376513960944539
A0A0H3NCM4	STM1998	15117.9875488281	9366.53936767578	8570.19836425781	9712.0859375	5897.48968505859	10208.8689778646	-1.3580932108071895	-0.5392276069455492	0.12423501905039515	0.07196994902809219	0.8188656038616404	-0.05226507002230327
A0A0H3ND42	STM2001	215727.95703125	392780.3125	138462.830078125	139900.23046875	124969.646484375	133934.651041667	-0.787635427703349	-0.14792101577708	-1.5521933613363161	-0.06286908187887448	0.6397144119262689	1.4893242794574417
A0A0H3NEH1	STM2005	6142.07263183594	6507.64770507812	2975.51818847656	9923.30206298828	5266.89526367187	6364.27652994792	-0.22177280205383598	0.8238118340550195	-0.03213962945779584	-0.6408237469096965	1.0455846361088554	-0.6086841174519008
A0A0H3NCW5	STM2009	193243.66796875	164522.42578125	180283.921875	207717.46875	186803.72265625	209469.552083333	-0.048897936411511266	0.051252465881717196	0.34845630423768387	0.012118003060612016	0.10015040229322839	-0.33633830117707186
A0A0H3NCX0	STM2015	301787.7109375	239441.30859375	48547.166015625	36873.62109375	50642.7275390625	45897.203125	-2.5751070459453156	0.0609680286996381	-2.383193921826418	0.3158171415257426	2.6360750746449537	2.699011063352161
A0A0H3NIA3	STM2016	170332.31640625	120936.556640625	120441.53125	126648.65234375	122534.189453125	134304.1484375	-0.47516783147435665	0.02485139054421011	0.15125346033281603	0.08467214241393423	0.5000192220185669	-0.06658131791888178
A0A0H3ND54	STM2017	40827.5385742188	23667.748046875	42120.013671875	29923.3354492188	50095.4887695313	27543.4654947917	0.295138098337123	0.2501747861356152	0.21878764733684775	-0.11956090681930738	-0.04496331220150783	-0.3383485541561552
A0A0H3NN02	STM2018	50378.0458984375	45820.4326171875	26499.658203125	18452.4421386719	30457.4560546875	23357.6852213542	-0.7259997164131636	0.20082169472115347	-0.9720937717802779	0.3400855419211062	0.926821411134317	1.312179313701384
A0A0H3NEI2	STM2019	13323.18359375	14666.7314453125	10917.4429931641	15376.099609375	13473.5910644531	16345.140625	0.01619556037289729	0.3034994200969763	0.15631439434532768	0.08817220203382643	0.28730385972407874	-0.0681421923115014
A0A0H3NCX4	STM2020	5829.53381347656	6307.82147216797	8309.86022949219	8925.66955566406	6996.16735839844	10984.2174479167	0.2631842849784815	-0.24825941028659612	0.8002183572634763	0.29939978951588136	-0.5114436952650776	-0.5008185677475949
A0A0H3NEI6	STM2024	229555.54296875	275831.5703125	188469.40234375	171111.3828125	180389.296875	159950.489583333	-0.34772952753010367	-0.0632165826397898	-0.7861621816927388	-0.09731032684541246	0.28451294489031387	0.6888518548473265
A0A0H3NID3	STM2026	4524.54400634766	7169.44128417969	6948.54943847656	8802.681640625	4803.31304931641	7701.31518554687	0.08625743580986839	-0.5326819986143068	0.10324414803554315	-0.19283825009843822	-0.618939434424175	-0.29608239813398124
A0A0H3NN13	STM2028	13467.6916503906	18777.4565429687	5437.28588867188	7942.78588867188	6822.65618896484	6840.27880859375	-0.9810971732610422	0.32744683102833233	-1.4568746238735708	-0.21558998320610268	1.3085440042893748	1.2412846406674682
A0A0H3NEI9	STM2029	116467.15234375	117988.6875	46782.8203125	40483.6240234375	49490.8935546875	37632.72265625	-1.2346881283839044	0.08118425270360372	-1.6485889691898732	-0.10535077392070401	1.315872381087508	1.543238195269169
A0A0H3NN19	STM2033	12869.3190917969	21384.384765625	14514.8376464844	11360.0703125	12162.6877441406	10823.6302083333	-0.08147364869590143	-0.2550663602834084	-0.9823732458144662	-0.06978730906696426	-0.17359271158750708	0.912585936747502
