Abbreviation	Subsystem
EX+AF8-R3hdec4e+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3h4atba+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3h6atha+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hcmrs7e+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hdcaa+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hdd5ea+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hdd6e+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hdda+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hhdca+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hhpa+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hhxa+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hnonaa+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hocta+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hpba+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hpdeca+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hphpa+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hphxa+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hpnona+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hpocta+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hppta+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3hpt+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3htd58e+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3htd5e+AF8-e	Extracellular exchange
EX+AF8-R+AF8-3httdca+AF8-e	Extracellular exchange
EX+AF8-T4hcinnm+AF8-e	Extracellular exchange
EX+AF8-ac+AF8-e	Extracellular exchange
EX+AF8-acac+AF8-e	Extracellular exchange
EX+AF8-acald+AF8-e	Extracellular exchange
EX+AF8-acon+AF8-C+AF8-e	Extracellular exchange
EX+AF8-acser+AF8-e	Extracellular exchange
EX+AF8-actn+AF8AXw-R+AF8-e	Extracellular exchange
EX+AF8-ade+AF8-e	Extracellular exchange
EX+AF8-adn+AF8-e	Extracellular exchange
EX+AF8-adocbl+AF8-e	Extracellular exchange
EX+AF8-ag+AF8-e	Extracellular exchange
EX+AF8-agm+AF8-e	Extracellular exchange
EX+AF8-akg+AF8-e	Extracellular exchange
EX+AF8-ala+AF8-B+AF8-e	Extracellular exchange
EX+AF8-ala+AF8AXw-D+AF8-e	Extracellular exchange
EX+AF8-ala+AF8AXw-L+AF8-e	Extracellular exchange
EX+AF8-alaala+AF8-e	Extracellular exchange
EX+AF8-alahis+AF8-e	Extracellular exchange
EX+AF8-alaleu+AF8-e	Extracellular exchange
EX+AF8-alathr+AF8-e	Extracellular exchange
EX+AF8-alatrp+AF8-e	Extracellular exchange
EX+AF8-algac+AF8-MG+AF8-14+AF8-e	Extracellular exchange
EX+AF8-algac+AF8-MG+AF8-23+AF8-e	Extracellular exchange
EX+AF8-algac+AF8-MG+AF8-32+AF8-e	Extracellular exchange
EX+AF8-algac+AF8-MG+AF8-41+AF8-e	Extracellular exchange
EX+AF8-algac+AF8AXw-M+AF8-e	Extracellular exchange
EX+AF8-alltn+AF8-e	Extracellular exchange
EX+AF8-apc+AF8-e	Extracellular exchange
EX+AF8-arbtn+AF8-e	Extracellular exchange
EX+AF8-arbtn+AF8-fe3+AF8-e	Extracellular exchange
EX+AF8-arg+AF8AXw-D+AF8-e	Extracellular exchange
EX+AF8-arg+AF8AXw-L+AF8-e	Extracellular exchange
EX+AF8-asn+AF8AXw-D+AF8-e	Extracellular exchange
EX+AF8-asn+AF8AXw-L+AF8-e	Extracellular exchange
EX+AF8-aso3+AF8-e	Extracellular exchange
EX+AF8-aso4+AF8-e	Extracellular exchange
EX+AF8-asp+AF8AXw-L+AF8-e	Extracellular exchange
EX+AF8-balaala+AF8-e	Extracellular exchange
EX+AF8-balabala+AF8-e	Extracellular exchange
EX+AF8-balagly+AF8-e	Extracellular exchange
EX+AF8-balaleu+AF8-e	Extracellular exchange
EX+AF8-balamd+AF8-e	Extracellular exchange
EX+AF8-bhb+AF8-e	Extracellular exchange
EX+AF8-biliverd+AF8-e	Extracellular exchange
3HAD161	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3HAD180	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3HAD181	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3HAD40	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3HAD60	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3HAD80	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
HBCHLR	S+AF8-PHAs+AF8-Metabolism
3HBCOAHL	S+AF8-Valine+AF8AXw-Leucine+AF8AXw-and+AF8-Isoleucine+AF8-Metabolism
3HLYTCL	S+AF8-Plant+AF8-growth+AF8-promoting
3MBZALDH	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
3MBZDH	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
3MBt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
3MBtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
3MCAT23DOX	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
3OADPCOAT	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
3OAR100	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR120	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR121	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR140	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR141	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR160	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR161	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR180	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR181	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR40	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR60	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAR80	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS100	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS120	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS121	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS140	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS141	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS160	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS161	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS180	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS181	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS60	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OAS80	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
3OXCOAT	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
3OXOADPt+AF8-ex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
3OXOADPt+AF8-pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
3PQQS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXwBf-Pyrroloquinoline+AF8-quinone+AF8-biosynthesis
3+AF8-4DHBZ1t+AF8-pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
3+AF8-4DHBZt2	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
4ABUTabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
4CMCOAS	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
4CMLCL+AF8-kt	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
4HBADH	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Thiamine+AF8-Metabolism
4HBHYOX	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
4HBZtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
4HDPROO	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Hydroxy+AF8-proline+AF8-metabolism
4HPRODCabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
4HPRODCtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
4HPROE	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Hydroxy+AF8-proline+AF8-metabolism
4HPROLTabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
4HPROLTtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
4HTHRS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Vitamin+AF8-B6+AF8-Metabolism
4MBZALDH	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
4MBZDH	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
4MCAT23DOX	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
4OD	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
ARHGDx	S+AF8-Glycine+AF8AXw-Serine+AF8-and+AF8-threonine+AF8-metabolism
D2HGDH	S+AF8-Glycine+AF8AXw-Serine+AF8-and+AF8-threonine+AF8-metabolism
ASCT	Unassigned
FACOAL40i	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
EX+AF8-but+AF8-e	Extracellular exchange
BUTtex	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
BUTtpp	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALCD4pp	S+AF8-Alternate+AF8-Carbon
ALCD4x	S+AF8-Alternate+AF8-Carbon
ALCD5pp	S+AF8-Alternate+AF8-Carbon
ALCD5x	S+AF8-Alternate+AF8-Carbon
ALDD5	S+AF8-Alternate+AF8-Carbon
EX+AF8-btoh+AF8-e	Extracellular exchange
BTOHtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BTOHtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
EX+AF8-1ptoh+AF8-e	Extracellular exchange
1PTOHtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
1PTOHtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
BTALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
PTALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
12PPDH	S+AF8-Alternate+AF8-Carbon
13BTDLDH	S+AF8-Alternate+AF8-Carbon
3HBTALDH	S+AF8-Alternate+AF8-Carbon
15PTDLDH	S+AF8-Alternate+AF8-Carbon
5HPTALDH	S+AF8-Alternate+AF8-Carbon
5HPTNDH	S+AF8-Alternate+AF8-Carbon
EX+AF8-2mbtoh+AF8-e	Extracellular exchange
2MBTOHtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALCD2MBpp	S+AF8-Alternate+AF8-Carbon
2MBTALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALDD2MB	S+AF8-Alternate+AF8-Carbon
FACOAL2MB	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
EX+AF8-iamoh+AF8-e	Extracellular exchange
IAMOHtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALCDIAMOHpp	S+AF8-Alternate+AF8-Carbon
3MBTALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALDD3MB	S+AF8-Alternate+AF8-Carbon
EX+AF8-14btdl+AF8-e	Extracellular exchange
14BTDLtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALCD14BDpp	S+AF8-Alternate+AF8-Carbon
4BTALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALDD14BD	S+AF8-Alternate+AF8-Carbon
GHBDHx	Unassigned
EX+AF8-ghb+AF8-e	Extracellular exchange
GHBtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
GHBtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
EX+AF8-hxoh+AF8-e	Extracellular exchange
HXOHtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
HXOHtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALCD6pp	S+AF8-Alternate+AF8-Carbon
ALCD6x	S+AF8-Alternate+AF8-Carbon
ALDD6	S+AF8-Alternate+AF8-Carbon
HXALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
EX+AF8-hptol+AF8-e	Extracellular exchange
HPTOLtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
HPTOLtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALCD7pp	S+AF8-Alternate+AF8-Carbon
ALCD7x	S+AF8-Alternate+AF8-Carbon
ALDD7	S+AF8-Alternate+AF8-Carbon
HPTALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
EX+AF8-octol+AF8-e	Extracellular exchange
OCTOLtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
OCTOLtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALCD8pp	S+AF8-Alternate+AF8-Carbon
ALCD8x	S+AF8-Alternate+AF8-Carbon
ALDD8	S+AF8-Alternate+AF8-Carbon
OCTALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
EX+AF8-nonol+AF8-e	Extracellular exchange
NONOLtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
NONOLtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALCD9pp	S+AF8-Alternate+AF8-Carbon
ALCD9x	S+AF8-Alternate+AF8-Carbon
ALDD9	S+AF8-Alternate+AF8-Carbon
NONALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
EX+AF8-dcol+AF8-e	Extracellular exchange
DCOLtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DCOLtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALCD10pp	S+AF8-Alternate+AF8-Carbon
ALCD10x	S+AF8-Alternate+AF8-Carbon
ALDD10	S+AF8-Alternate+AF8-Carbon
DCALtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
EX+AF8-f+AF8-e	Extracellular exchange
Ftex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
Ftpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
DHCRNCL	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Amines+AF8-and+AF8-Polyamines+AF8-Metabolism
BLAH	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Amines+AF8-and+AF8-Polyamines+AF8-Metabolism
VLAH	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Amines+AF8-and+AF8-Polyamines+AF8-Metabolism
EX+AF8-btlam+AF8-e	Extracellular exchange
BTLAMtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BTLAMtpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
EX+AF8-vlam+AF8-e	Extracellular exchange
VLAMtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
VLAMtpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
DAHAT	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Amines+AF8-and+AF8-Polyamines+AF8-Metabolism
16DAHabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
16DAHtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
EX+AF8-16dah+AF8-e	Extracellular exchange
EX+AF8-4gudbutn+AF8-e	Extracellular exchange
4GUDBUTNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
4GUDBUTNtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
EX+AF8-3aib+AF8-e	Extracellular exchange
3AIBtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
3AIBtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
EX+AF8-Lpipecol+AF8-e	Extracellular exchange
LPIPECOLtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
LPIPECOLtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
2OADC	S+AF8-Lysine+AF8-Metabolism
CONAR	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
VNR	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
EX+AF8-vanalc+AF8-e	Extracellular exchange
VANALCtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
VANALCtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
NBAH	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source
SHK3Dx	S+AF8-Phenylalanine+AF8-Tyrosine+AF8-Tryptophan+AF8-Biosynthesis
QUINDH	S+AF8-Phenylalanine+AF8-Tyrosine+AF8-Tryptophan+AF8-Biosynthesis
